macModule,rssi,hourMinute
C45BBE39F56A,-77,9h32
C45BBE384CD2,-68,9h32
C45BBE386952,-78,9h32
C45BBE39F56A,-67,9h32
C45BBE384CD2,-73,9h32
C45BBE386362,-68,9h32
C45BBE384CD2,-65,9h32
C45BBE386952,-77,9h33
C45BBE39F56A,-73,9h33
C45BBE386362,-66,9h33
C45BBE386952,-74,9h33
C45BBE39F56A,-72,9h33
C45BBE384CD2,-66,9h33
C45BBE386362,-69,9h33
C45BBE39F56A,-78,9h33
C45BBE384CD2,-58,9h33
C45BBE386362,-72,9h33
C45BBE384CD2,-62,9h33
C45BBE39F56A,-79,9h33
C45BBE386952,-74,9h33
C45BBE39F56A,-77,9h33
C45BBE384CD2,-52,9h33
C45BBE386362,-79,9h33
C45BBE39F56A,-80,9h33
C45BBE384CD2,-54,9h33
C45BBE386362,-76,9h33
C45BBE39F56A,-77,9h34
C45BBE384CD2,-59,9h34
C45BBE386362,-79,9h34
C45BBE39F56A,-72,9h34
C45BBE384CD2,-76,9h34
C45BBE386952,-74,9h34
C45BBE39F56A,-63,9h34
C45BBE384CD2,-69,9h34
C45BBE386362,-68,9h34
C45BBE39F56A,-71,9h34
C45BBE386362,-72,9h34
C45BBE384CD2,-60,9h34
C45BBE386952,-80,9h34
C45BBE386952,-80,9h34
C45BBE39F56A,-79,9h34
C45BBE384CD2,-62,9h34
C45BBE39F56A,-80,9h34
C45BBE384CD2,-59,9h34
C45BBE39F56A,-79,9h34
C45BBE386952,-80,9h34
C45BBE384CD2,-60,9h35
C45BBE386362,-80,9h35
C45BBE386362,-78,9h35
C45BBE39F56A,-77,9h35
C45BBE384CD2,-63,9h35
C45BBE39F56A,-71,9h35
C45BBE386362,-80,9h35
C45BBE384CD2,-64,9h35
C45BBE386952,-76,9h35
C45BBE386362,-78,9h35
C45BBE39F56A,-79,9h35
C45BBE384CD2,-73,9h35
C45BBE386952,-76,9h35
C45BBE386362,-79,9h35
C45BBE39F56A,-76,9h35
C45BBE384CD2,-70,9h35
C45BBE386952,-78,9h35
C45BBE39F56A,-78,9h35
C45BBE384CD2,-65,9h35
C45BBE386952,-74,9h35
C45BBE39F56A,-76,9h36
C45BBE386952,-74,9h36
C45BBE384CD2,-65,9h36
C45BBE386362,-80,9h36
C45BBE386362,-80,9h36
C45BBE39F56A,-80,9h36
C45BBE386952,-74,9h36
C45BBE384CD2,-66,9h36
C45BBE386952,-75,9h36
C45BBE384CD2,-66,9h36
C45BBE386952,-76,9h36
C45BBE384CD2,-69,9h36
C45BBE386362,-67,9h36
C45BBE39F56A,-66,9h36
C45BBE37B346,-78,9h36
C45BBE39F56A,-63,9h36
C45BBE386952,-73,9h36
C45BBE386362,-72,9h36
C45BBE384CD2,-66,9h36
C45BBE386952,-79,9h36
C45BBE39F56A,-74,9h36
C45BBE386362,-72,9h36
C45BBE384CD2,-51,9h36
C45BBE384CD2,-59,9h37
C45BBE386362,-80,9h37
C45BBE39F56A,-78,9h37
C45BBE386362,-79,9h37
C45BBE384CD2,-58,9h37
C45BBE386362,-80,9h37
C45BBE384CD2,-58,9h37
C45BBE386362,-80,9h37
C45BBE384CD2,-52,9h37
C45BBE384CD2,-61,9h37
C45BBE39F56A,-80,9h37
C45BBE384CD2,-63,9h37
C45BBE39F56A,-80,9h37
C45BBE384CD2,-70,9h38
C45BBE384CD2,-60,9h38
C45BBE384CD2,-60,9h38
C45BBE384CD2,-63,9h38
C45BBE384CD2,-60,9h38
C45BBE384CD2,-64,9h38
C45BBE384CD2,-64,9h39
C45BBE384CD2,-60,9h39
C45BBE384CD2,-60,9h39
C45BBE384CD2,-60,9h39
C45BBE386952,-80,9h39
C45BBE384CD2,-63,9h39
C45BBE384CD2,-70,9h39
C45BBE39F56A,-79,9h39
C45BBE384CD2,-69,9h40
C45BBE384CD2,-64,9h40
C45BBE384CD2,-66,9h40
C45BBE384CD2,-72,9h40
C45BBE384CD2,-71,9h40
C45BBE384CD2,-70,9h40
C45BBE384CD2,-69,9h41
C45BBE384CD2,-65,9h41
C45BBE384CD2,-64,9h41
C45BBE384CD2,-63,9h41
C45BBE384CD2,-63,9h41
C45BBE384CD2,-59,9h41
C45BBE384CD2,-60,9h42
C45BBE384CD2,-59,9h42
C45BBE384CD2,-61,9h42
C45BBE384CD2,-58,9h42
C45BBE384CD2,-51,9h42
C45BBE384CD2,-61,9h42
C45BBE384CD2,-59,9h43
C45BBE384CD2,-62,9h43
C45BBE384CD2,-58,9h43
C45BBE384CD2,-59,9h43
C45BBE384CD2,-47,9h43
C45BBE384CD2,-47,9h43
C45BBE384CD2,-61,9h44
C45BBE384CD2,-49,9h44
C45BBE386362,-79,9h44
C45BBE384CD2,-50,9h44
C45BBE384CD2,-51,9h44
C45BBE384CD2,-50,9h44
C45BBE384CD2,-55,9h44
C45BBE384CD2,-55,9h45
C45BBE384CD2,-62,9h45
C45BBE384CD2,-59,9h45
C45BBE386952,-76,9h45
C45BBE384CD2,-79,9h45
C45BBE39F56A,-79,9h45
C45BBE39F56A,-68,9h45
C45BBE386952,-80,9h45
C45BBE386362,-78,9h45
C45BBE384CD2,-61,9h45
C45BBE386952,-80,9h45
C45BBE386362,-79,9h45
C45BBE384CD2,-59,9h45
C45BBE39F56A,-75,9h45
C45BBE39F56A,-76,9h45
C45BBE384CD2,-72,9h45
C45BBE386362,-77,9h46
C45BBE386952,-78,9h46
C45BBE384CD2,-62,9h46
C45BBE39F56A,-71,9h46
C45BBE386362,-74,9h46
C45BBE386362,-79,9h46
C45BBE386952,-78,9h46
C45BBE384CD2,-63,9h46
C45BBE39F56A,-77,9h46
C45BBE386362,-73,9h46
C45BBE386952,-72,9h46
C45BBE39F56A,-71,9h46
C45BBE384CD2,-62,9h46
C45BBE39F56A,-77,9h46
C45BBE386952,-79,9h46
C45BBE384CD2,-65,9h46
C45BBE386362,-76,9h46
C45BBE386952,-72,9h46
C45BBE384CD2,-62,9h46
C45BBE386362,-78,9h46
C45BBE39F56A,-71,9h46
C45BBE39F56A,-77,9h46
C45BBE384CD2,-55,9h46
C45BBE386362,-78,9h47
C45BBE384CD2,-61,9h47
C45BBE39F56A,-75,9h47
C45BBE386952,-80,9h47
C45BBE39F56A,-80,9h47
C45BBE386362,-75,9h47
C45BBE384CD2,-58,9h47
C45BBE386952,-78,9h47
C45BBE384CD2,-64,9h47
C45BBE39F56A,-80,9h47
C45BBE386362,-79,9h47
C45BBE386362,-78,9h47
C45BBE384CD2,-61,9h47
C45BBE386952,-80,9h47
C45BBE384CD2,-60,9h47
C45BBE386362,-76,9h47
C45BBE39F56A,-65,9h47
C45BBE386362,-68,9h47
C45BBE386952,-79,9h47
C45BBE384CD2,-59,9h48
C45BBE384CD2,-69,9h48
C45BBE386362,-71,9h48
C45BBE384CD2,-75,9h48
C45BBE39F56A,-78,9h48
C45BBE386362,-73,9h48
C45BBE386952,-80,9h48
C45BBE386362,-78,9h48
C45BBE39F56A,-74,9h48
C45BBE386952,-80,9h48
C45BBE384CD2,-65,9h48
C45BBE384CD2,-70,9h48
C45BBE386362,-76,9h48
C45BBE386952,-80,9h48
C45BBE39F56A,-74,9h48
C45BBE386952,-78,9h48
C45BBE386362,-79,9h48
C45BBE39F56A,-71,9h48
C45BBE384CD2,-64,9h48
C45BBE386952,-78,9h48
C45BBE39F56A,-74,9h48
C45BBE384CD2,-65,9h49
C45BBE386362,-76,9h49
C45BBE386362,-74,9h49
C45BBE39F56A,-80,9h49
C45BBE384CD2,-71,9h49
C45BBE386952,-78,9h49
C45BBE386952,-76,9h49
C45BBE386362,-80,9h49
C45BBE39F56A,-75,9h49
C45BBE384CD2,-61,9h49
C45BBE39F56A,-71,9h49
C45BBE386362,-68,9h49
C45BBE384CD2,-61,9h49
C45BBE386952,-78,9h49
C45BBE386952,-80,9h49
C45BBE39F56A,-74,9h49
C45BBE386362,-71,9h49
C45BBE384CD2,-74,9h49
C45BBE386362,-75,9h49
C45BBE384CD2,-60,9h49
C45BBE386952,-78,9h49
C45BBE386362,-74,9h50
C45BBE39F56A,-80,9h50
C45BBE384CD2,-63,9h50
C45BBE386362,-68,9h50
C45BBE384CD2,-73,9h50
C45BBE386952,-79,9h50
C45BBE39F56A,-76,9h50
C45BBE384CD2,-68,9h50
C45BBE386362,-79,9h50
C45BBE39F56A,-73,9h50
C45BBE386952,-79,9h50
C45BBE39F56A,-69,9h50
C45BBE386362,-72,9h50
C45BBE384CD2,-74,9h50
C45BBE386362,-71,9h50
C45BBE384CD2,-61,9h50
C45BBE386952,-73,9h50
C45BBE39F56A,-67,9h50
C45BBE386952,-77,9h50
C45BBE384CD2,-66,9h50
C45BBE39F56A,-76,9h50
C45BBE386362,-76,9h50
C45BBE39F56A,-73,9h50
C45BBE386362,-75,9h51
C45BBE384CD2,-72,9h51
C45BBE386952,-75,9h51
C45BBE386362,-74,9h51
C45BBE384CD2,-57,9h51
C45BBE39F56A,-72,9h51
C45BBE39F56A,-70,9h51
C45BBE386952,-80,9h51
C45BBE384CD2,-70,9h51
C45BBE386362,-80,9h51
C45BBE386362,-77,9h51
C45BBE386952,-72,9h51
C45BBE384CD2,-64,9h51
C45BBE39F56A,-79,9h51
C45BBE386952,-80,9h51
C45BBE384CD2,-73,9h51
C45BBE386362,-65,9h51
C45BBE39F56A,-77,9h51
C45BBE386362,-71,9h51
C45BBE386952,-70,9h51
C45BBE384CD2,-71,9h51
C45BBE39F56A,-68,9h51
C45BBE384CD2,-79,9h52
C45BBE39F56A,-63,9h52
C45BBE37B346,-62,9h52
C45BBE386952,-61,9h52
C45BBE37B346,-59,9h52
C45BBE39F56A,-77,9h52
C45BBE386952,-75,9h52
C45BBE39F56A,-78,9h52
C45BBE37B346,-75,9h52
A8032A31204E,-77,9h52
C45BBE37B346,-80,9h52
A8032A31204E,-52,9h52
C45BBE39F9AE,-80,9h52
A8032A31204E,-65,9h52
C45BBE39F9AE,-72,9h52
A8032A31204E,-71,9h52
C45BBE39F9AE,-62,9h52
A8032A311FAA,-63,9h52
C45BBE39F9AE,-78,9h52
A8032A311FAA,-76,9h52
A8032A311FAA,-79,9h53
A8032A311FAA,-76,9h53
A8032A311FAA,-73,12h49
A8032A311FAA,-77,12h49
C45BBE39F9AE,-76,12h49
A8032A311FAA,-61,12h49
C45BBE39F9AE,-74,12h50
A8032A311FAA,-70,12h50
A8032A31204E,-79,12h50
A8032A311FAA,-78,12h50
C45BBE39F9AE,-64,12h50
A8032A31204E,-64,12h50
C45BBE39F9AE,-73,12h50
A8032A31204E,-68,12h50
C45BBE37B346,-80,12h50
C45BBE37B346,-77,12h50
A8032A31204E,-58,12h50
C45BBE37B346,-76,12h50
A8032A31204E,-77,12h50
A8032A31204E,-77,12h50
C45BBE37B346,-76,12h50
C45BBE386952,-76,12h50
C45BBE37B346,-69,12h51
C45BBE386952,-75,12h51
C45BBE39F56A,-67,12h51
C45BBE39F56A,-69,12h51
C45BBE386952,-70,12h51
C45BBE37B346,-79,12h51
C45BBE37B346,-80,12h51
C45BBE384CD2,-77,12h51
C45BBE39F56A,-61,12h51
C45BBE386952,-69,12h51
C45BBE39F56A,-77,12h51
C45BBE386952,-76,12h51
C45BBE39F56A,-77,12h51
C45BBE386952,-75,12h51
C45BBE39F56A,-80,12h51
C45BBE37B346,-79,12h51
C45BBE386952,-77,12h51
C45BBE386952,-77,12h51
C45BBE39F56A,-72,12h52
C45BBE37B346,-76,12h52
C45BBE39F56A,-65,12h52
C45BBE386952,-80,12h52
C45BBE386952,-80,12h52
C45BBE39F56A,-71,12h52
C45BBE37B346,-75,12h52
C45BBE386952,-80,12h52
C45BBE37B346,-79,12h52
C45BBE39F56A,-71,12h52
C45BBE37B346,-80,12h52
C45BBE39F56A,-66,12h52
C45BBE386952,-74,12h52
C45BBE386952,-80,12h52
C45BBE39F56A,-74,12h52
C45BBE37B346,-80,12h52
C45BBE386952,-80,12h53
C45BBE39F56A,-75,12h53
C45BBE386952,-79,12h53
C45BBE39F56A,-69,12h53
C45BBE386952,-76,12h53
C45BBE39F56A,-69,12h53
C45BBE39F56A,-70,12h53
C45BBE386952,-74,12h53
C45BBE39F56A,-70,12h53
C45BBE386952,-79,12h53
C45BBE386952,-76,12h53
C45BBE39F56A,-71,12h53
C45BBE386952,-77,12h54
C45BBE39F56A,-71,12h54
C45BBE386952,-79,12h54
C45BBE39F56A,-72,12h54
C45BBE39F56A,-64,12h54
C45BBE386952,-79,12h54
C45BBE39F56A,-69,12h54
C45BBE386952,-77,12h54
C45BBE37B346,-79,12h54
C45BBE386952,-78,12h54
C45BBE39F56A,-71,12h54
C45BBE386952,-80,12h54
C45BBE39F56A,-69,12h54
C45BBE37B346,-77,12h54
C45BBE37B346,-80,12h54
C45BBE39F56A,-68,12h55
C45BBE386952,-76,12h55
C45BBE39F56A,-70,12h55
C45BBE37B346,-67,12h55
C45BBE386952,-68,12h55
C45BBE39F56A,-69,12h55
C45BBE37B346,-69,12h55
C45BBE386952,-66,12h55
C45BBE37B346,-68,12h55
C45BBE386952,-67,12h55
C45BBE39F56A,-72,12h55
C45BBE37B346,-69,12h55
C45BBE386952,-67,12h55
C45BBE39F56A,-72,12h55
C45BBE37B346,-80,12h55
C45BBE386952,-70,12h55
C45BBE39F56A,-75,12h55
C45BBE37B346,-74,12h56
C45BBE386952,-70,12h56
C45BBE39F56A,-76,12h56
C45BBE37B346,-75,12h56
C45BBE39F56A,-73,12h56
C45BBE386952,-70,12h56
C45BBE37B346,-79,12h56
C45BBE386952,-72,12h56
C45BBE39F56A,-77,12h56
C45BBE39F56A,-80,12h56
C45BBE386952,-70,12h56
C45BBE39F56A,-80,12h56
C45BBE37B346,-71,12h56
C45BBE386952,-73,12h56
C45BBE39F56A,-74,12h56
C45BBE386952,-76,12h56
C45BBE37B346,-71,12h56
C45BBE37B346,-72,12h57
C45BBE39F56A,-74,12h57
C45BBE386952,-74,12h57
C45BBE37B346,-76,12h57
C45BBE39F56A,-61,12h57
C45BBE386952,-51,12h57
C45BBE384CD2,-79,12h57
C45BBE39F56A,-73,12h57
C45BBE37B346,-73,12h57
C45BBE386952,-73,12h57
C45BBE37B346,-79,12h57
C45BBE386952,-78,12h57
C45BBE39F56A,-71,12h57
C45BBE37B346,-77,12h57
C45BBE386952,-77,12h57
C45BBE39F56A,-66,12h57
C45BBE39F56A,-70,12h57
C45BBE386952,-80,12h58
C45BBE39F56A,-73,12h58
C45BBE37B346,-79,12h58
C45BBE386952,-58,12h58
C45BBE39F56A,-70,12h58
C45BBE37B346,-76,12h58
C45BBE386952,-79,12h58
C45BBE39F56A,-70,12h58
C45BBE37B346,-80,12h58
C45BBE386952,-61,12h58
C45BBE39F56A,-74,12h58
C45BBE386952,-64,12h58
C45BBE39F56A,-70,12h58
C45BBE37B346,-75,12h58
C45BBE37B346,-80,12h58
C45BBE386952,-70,12h58
C45BBE39F56A,-77,12h58
C45BBE39F56A,-66,12h58
C45BBE37B346,-77,12h59
C45BBE386952,-71,12h59
C45BBE39F56A,-74,12h59
C45BBE37B346,-79,12h59
C45BBE386952,-79,12h59
C45BBE39F56A,-65,12h59
C45BBE37B346,-77,12h59
C45BBE386952,-72,12h59
C45BBE39F56A,-68,12h59
C45BBE39F56A,-71,12h59
C45BBE386952,-69,12h59
C45BBE37B346,-77,12h59
C45BBE39F56A,-71,12h59
C45BBE37B346,-79,12h59
C45BBE386952,-79,12h59
C45BBE39F56A,-67,13h0
C45BBE37B346,-79,13h0
C45BBE386952,-64,13h0
C45BBE39F56A,-73,13h0
C45BBE386952,-65,13h0
C45BBE386952,-48,13h0
C45BBE39F56A,-73,13h0
C45BBE384CD2,-77,13h0
C45BBE37B346,-78,13h0
C45BBE37B346,-77,13h0
C45BBE39F56A,-76,13h0
C45BBE384CD2,-78,13h0
C45BBE386952,-51,13h0
C45BBE37B346,-71,13h0
C45BBE386952,-55,13h0
C45BBE39F56A,-80,13h0
C45BBE386952,-53,13h0
C45BBE39F56A,-62,13h0
C45BBE37B346,-66,13h0
C45BBE386952,-53,13h1
C45BBE37B346,-68,13h1
C45BBE39F56A,-68,13h1
C45BBE386952,-51,13h1
C45BBE37B346,-69,13h1
C45BBE39F56A,-60,13h1
C45BBE386952,-50,13h1
C45BBE37B346,-72,13h1
C45BBE39F56A,-62,13h1
C45BBE386952,-55,13h1
C45BBE37B346,-76,13h1
C45BBE39F56A,-64,13h1
C45BBE37B346,-71,13h1
C45BBE39F56A,-62,13h1
C45BBE386952,-50,13h1
C45BBE37B346,-76,13h1
C45BBE39F56A,-62,13h1
C45BBE386952,-50,13h1
C45BBE39F56A,-67,13h2
C45BBE37B346,-73,13h2
C45BBE386952,-51,13h2
C45BBE384CD2,-80,13h2
C45BBE37B346,-80,13h2
C45BBE39F56A,-65,13h2
C45BBE386952,-44,13h2
C45BBE37B346,-75,13h2
C45BBE39F56A,-74,13h2
C45BBE386952,-57,13h2
C45BBE39F56A,-71,13h2
C45BBE37B346,-78,13h2
C45BBE386952,-72,13h2
C45BBE386952,-64,13h2
C45BBE37B346,-78,13h2
C45BBE39F56A,-69,13h2
C45BBE39F56A,-73,13h2
C45BBE386952,-61,13h2
C45BBE39F56A,-67,13h2
C45BBE386952,-53,13h3
C45BBE39F56A,-72,13h3
C45BBE37B346,-78,13h3
C45BBE386952,-60,13h3
C45BBE37B346,-75,13h3
C45BBE386952,-52,13h3
C45BBE39F56A,-71,13h3
C45BBE386952,-60,13h3
C45BBE37B346,-77,13h3
C45BBE39F56A,-73,13h3
C45BBE37B346,-71,13h3
C45BBE386952,-64,13h3
C45BBE39F56A,-70,13h3
C45BBE386952,-62,13h3
C45BBE39F56A,-69,13h3
C45BBE39F56A,-65,13h4
C45BBE384CD2,-77,13h4
C45BBE37B346,-78,13h4
C45BBE386952,-59,13h4
C45BBE384CD2,-80,13h4
C45BBE39F56A,-69,13h4
C45BBE37B346,-79,13h4
C45BBE386952,-54,13h4
C45BBE39F56A,-72,13h4
C45BBE386952,-66,13h4
C45BBE384CD2,-78,13h4
C45BBE386952,-66,13h4
C45BBE384CD2,-79,13h4
C45BBE39F56A,-77,13h4
C45BBE384CD2,-79,13h4
C45BBE39F56A,-73,13h4
C45BBE386952,-64,13h4
C45BBE386952,-68,13h4
C45BBE384CD2,-79,13h4
C45BBE39F56A,-71,13h4
C45BBE384CD2,-80,13h5
C45BBE39F56A,-72,13h5
C45BBE386952,-73,13h5
C45BBE384CD2,-79,13h5
C45BBE39F56A,-76,13h5
C45BBE386952,-67,13h5
C45BBE384CD2,-79,13h5
C45BBE37B346,-77,13h5
C45BBE386362,-80,13h5
C45BBE39F56A,-67,13h5
C45BBE386952,-63,13h5
C45BBE39F56A,-67,13h5
C45BBE386952,-59,13h5
C45BBE37B346,-75,13h5
C45BBE386952,-56,13h5
C45BBE37B346,-77,13h5
C45BBE39F56A,-73,13h5
C45BBE37B346,-79,13h5
C45BBE39F56A,-68,13h5
C45BBE386952,-57,13h5
C45BBE37B346,-80,13h6
C45BBE39F56A,-73,13h6
C45BBE386952,-65,13h6
C45BBE37B346,-78,13h6
C45BBE386952,-62,13h6
C45BBE386362,-77,13h6
C45BBE384CD2,-78,13h6
C45BBE37B346,-80,13h6
C45BBE39F56A,-69,13h6
C45BBE386952,-67,13h6
C45BBE384CD2,-77,13h6
C45BBE39F56A,-73,13h6
C45BBE386952,-64,13h6
C45BBE39F56A,-74,13h6
C45BBE386952,-74,13h6
C45BBE386952,-72,13h6
C45BBE37B346,-80,13h7
C45BBE386952,-73,13h7
C45BBE39F56A,-73,13h7
C45BBE386952,-68,13h7
C45BBE37B346,-78,13h7
C45BBE39F56A,-76,13h7
C45BBE386952,-68,13h7
C45BBE37B346,-77,13h7
C45BBE386952,-69,13h7
C45BBE39F56A,-73,13h7
C45BBE37B346,-77,13h7
C45BBE386952,-71,13h7
C45BBE37B346,-78,13h7
C45BBE39F56A,-73,13h7
C45BBE386952,-69,13h7
C45BBE39F56A,-73,13h7
C45BBE37B346,-78,13h7
C45BBE37B346,-79,13h8
C45BBE386952,-71,13h8
C45BBE39F56A,-73,13h8
C45BBE37B346,-77,13h8
C45BBE39F56A,-69,13h8
C45BBE386952,-69,13h8
C45BBE386362,-76,13h8
C45BBE37B346,-73,13h8
C45BBE384CD2,-79,13h8
C45BBE386952,-67,13h8
C45BBE39F56A,-76,13h8
C45BBE37B346,-78,13h8
C45BBE384CD2,-75,13h8
C45BBE386952,-79,13h8
C45BBE39F56A,-66,13h8
C45BBE384CD2,-74,13h8
C45BBE386952,-78,13h8
C45BBE39F56A,-68,13h8
C45BBE384CD2,-75,13h8
C45BBE39F56A,-67,13h8
C45BBE37B346,-80,13h8
C45BBE386952,-76,13h8
C45BBE386952,-73,13h8
C45BBE39F56A,-66,13h8
C45BBE384CD2,-80,13h8
C45BBE39F56A,-72,13h9
C45BBE386952,-71,13h9
C45BBE37B346,-73,13h9
C45BBE386952,-73,13h9
C45BBE39F56A,-67,13h9
C45BBE37B346,-79,13h9
C45BBE386952,-74,13h9
C45BBE39F56A,-71,13h9
C45BBE37B346,-77,13h9
C45BBE386952,-73,13h9
C45BBE39F56A,-77,13h9
C45BBE37B346,-79,13h9
C45BBE386952,-73,13h9
C45BBE39F56A,-78,13h9
C45BBE386362,-80,13h9
C45BBE39F56A,-70,13h10
C45BBE386952,-74,13h10
C45BBE384CD2,-73,13h10
C45BBE37B346,-80,13h10
C45BBE39F56A,-70,13h10
C45BBE386952,-70,13h10
C45BBE37B346,-75,13h10
C45BBE39F56A,-62,13h10
C45BBE386952,-72,13h10
C45BBE37B346,-79,13h10
C45BBE39F56A,-63,13h10
C45BBE386952,-69,13h10
C45BBE386952,-76,13h10
C45BBE39F56A,-74,13h10
C45BBE37B346,-80,13h10
C45BBE384CD2,-79,13h10
C45BBE386952,-67,13h10
C45BBE39F56A,-75,13h10
C45BBE39F56A,-77,13h10
C45BBE386952,-79,13h11
C45BBE386362,-79,13h11
C45BBE386952,-78,13h11
C45BBE39F56A,-78,13h11
C45BBE384CD2,-74,13h11
C45BBE386362,-77,13h11
C45BBE386952,-79,13h11
C45BBE39F56A,-69,13h11
C45BBE384CD2,-72,13h11
C45BBE386952,-80,13h11
C45BBE386362,-80,13h11
C45BBE39F56A,-80,13h11
C45BBE384CD2,-79,13h11
C45BBE386952,-78,13h11
C45BBE39F56A,-76,13h11
C45BBE384CD2,-75,13h11
C45BBE386952,-78,13h11
C45BBE384CD2,-71,13h11
C45BBE386362,-79,13h11
C45BBE386362,-78,13h11
C45BBE386952,-79,13h11
C45BBE39F56A,-76,13h11
C45BBE384CD2,-76,13h12
C45BBE386362,-78,13h12
C45BBE39F56A,-69,13h12
C45BBE384CD2,-76,13h12
C45BBE386952,-77,13h12
C45BBE386362,-79,13h12
C45BBE384CD2,-80,13h12
C45BBE39F56A,-78,13h12
C45BBE386952,-76,13h12
C45BBE386952,-79,13h12
C45BBE386362,-79,13h12
C45BBE384CD2,-77,13h12
C45BBE39F56A,-69,13h12
C45BBE386952,-78,13h12
C45BBE39F56A,-76,13h12
C45BBE39F56A,-79,13h12
C45BBE39F56A,-77,13h13
C45BBE384CD2,-78,13h13
C45BBE386952,-80,13h13
C45BBE37B346,-80,13h13
C45BBE384CD2,-79,13h13
C45BBE39F56A,-78,13h13
C45BBE39F56A,-75,13h13
C45BBE39F56A,-76,13h13
C45BBE39F56A,-79,13h13
C45BBE386952,-78,13h13
C45BBE39F56A,-75,13h13
C45BBE384CD2,-79,13h13
C45BBE386952,-77,13h13
C45BBE39F56A,-79,13h14
C45BBE386952,-79,13h14
C45BBE39F56A,-76,13h14
C45BBE386362,-80,13h14
C45BBE384CD2,-78,13h14
C45BBE39F56A,-74,13h14
C45BBE386952,-78,13h14
C45BBE386952,-78,13h14
C45BBE39F56A,-73,13h14
C45BBE39F56A,-77,13h14
C45BBE39F56A,-77,13h14
C45BBE386362,-77,13h14
C45BBE386952,-78,13h15
C45BBE384CD2,-76,13h15
C45BBE39F56A,-73,13h15
C45BBE384CD2,-80,13h15
C45BBE39F56A,-69,13h15
C45BBE386952,-78,13h15
C45BBE386362,-79,13h15
C45BBE384CD2,-72,13h15
C45BBE39F56A,-73,13h15
C45BBE386952,-76,13h15
C45BBE384CD2,-77,13h15
C45BBE37B346,-77,13h15
C45BBE39F56A,-79,13h15
C45BBE39F56A,-74,13h15
C45BBE384CD2,-80,13h15
C45BBE384CD2,-71,13h15
C45BBE37B346,-75,13h15
C45BBE386952,-70,13h15
C45BBE39F56A,-71,13h15
C45BBE39F56A,-72,13h15
C45BBE384CD2,-75,13h16
C45BBE386362,-77,13h16
C45BBE386952,-80,13h16
C45BBE384CD2,-74,13h16
C45BBE386952,-78,13h16
C45BBE39F56A,-74,13h16
C45BBE386362,-77,13h16
C45BBE384CD2,-69,13h16
C45BBE386952,-77,13h16
C45BBE384CD2,-79,13h16
C45BBE39F56A,-75,13h16
C45BBE386362,-76,13h16
C45BBE384CD2,-80,13h16
C45BBE39F56A,-77,13h16
C45BBE386362,-78,13h16
C45BBE386952,-79,13h16
C45BBE386362,-72,13h16
C45BBE39F56A,-79,13h16
C45BBE384CD2,-76,13h16
C45BBE386952,-77,13h16
C45BBE39F56A,-78,13h17
C45BBE384CD2,-76,13h17
C45BBE386952,-78,13h17
C45BBE386362,-74,13h17
C45BBE386952,-80,13h17
C45BBE386362,-73,13h17
C45BBE384CD2,-77,13h17
C45BBE39F56A,-76,13h17
C45BBE384CD2,-80,13h17
C45BBE386362,-72,13h17
C45BBE39F56A,-76,13h17
C45BBE386362,-77,13h17
C45BBE386952,-73,13h17
C45BBE39F56A,-74,13h17
C45BBE384CD2,-80,13h17
C45BBE386952,-70,13h17
C45BBE39F56A,-71,13h17
C45BBE384CD2,-80,13h17
C45BBE39F56A,-72,13h17
C45BBE386952,-79,13h17
C45BBE39F56A,-71,13h18
C45BBE386952,-79,13h18
C45BBE39F56A,-72,13h18
C45BBE386952,-74,13h18
C45BBE386952,-80,13h18
C45BBE39F56A,-73,13h18
