macModule,rssi,hourMinute
C45BBE386952,-76,13h18
C45BBE37B346,-72,13h18
C45BBE39F56A,-59,13h18
C45BBE37B346,-71,13h18
C45BBE386952,-70,13h18
C45BBE39F56A,-49,13h18
C45BBE39F56A,-71,13h18
C45BBE386952,-78,13h18
C45BBE37B346,-71,13h18
A8032A31204E,-75,13h19
A8032A31204E,-70,13h19
A8032A31204E,-70,13h19
A8032A311FAA,-65,13h19
C45BBE39F9AE,-50,13h19
C45BBE39F9AE,-67,13h19
A8032A311FAA,-70,13h19
A8032A311FAA,-68,13h19
C45BBE39F9AE,-71,13h29
A8032A311FAA,-70,13h29
A8032A311FAA,-75,13h29
C45BBE39F9AE,-77,13h29
C45BBE37B346,-80,13h29
A8032A31204E,-70,13h29
A8032A31204E,-73,13h29
C45BBE39F56A,-66,13h30
C45BBE386952,-74,13h30
C45BBE37B346,-80,13h30
C45BBE37B346,-70,13h30
C45BBE384CD2,-74,13h30
C45BBE39F56A,-78,13h30
C45BBE386952,-74,13h30
C45BBE39F56A,-76,13h30
C45BBE386362,-77,13h30
C45BBE386952,-77,13h30
C45BBE384CD2,-76,13h30
C45BBE39F56A,-72,13h30
C45BBE386362,-76,13h30
C45BBE384CD2,-78,13h30
C45BBE39F56A,-67,13h30
C45BBE386362,-74,13h30
C45BBE386952,-80,13h30
C45BBE39F56A,-68,13h30
C45BBE386362,-73,13h30
C45BBE384CD2,-76,13h30
C45BBE386952,-74,13h31
C45BBE386362,-75,13h31
C45BBE39F56A,-66,13h31
C45BBE384CD2,-77,13h31
C45BBE37B346,-79,13h31
C45BBE386952,-78,13h31
C45BBE39F56A,-67,13h31
C45BBE384CD2,-78,13h31
C45BBE386362,-76,13h31
C45BBE384CD2,-78,13h31
C45BBE386362,-76,13h31
C45BBE386952,-77,13h31
C45BBE39F56A,-72,13h31
C45BBE384CD2,-80,13h31
C45BBE386952,-80,13h31
C45BBE386362,-70,13h31
C45BBE39F56A,-79,13h31
C45BBE384CD2,-73,13h31
C45BBE386952,-80,13h31
C45BBE386362,-75,13h31
C45BBE39F56A,-75,13h31
C45BBE384CD2,-73,13h31
C45BBE39F56A,-77,13h31
C45BBE386362,-75,13h31
C45BBE384CD2,-72,13h32
C45BBE386362,-74,13h32
C45BBE386952,-80,13h32
C45BBE39F56A,-79,13h32
C45BBE386952,-78,13h32
C45BBE384CD2,-70,13h32
C45BBE386362,-73,13h32
C45BBE39F56A,-79,13h32
C45BBE386952,-79,13h32
C45BBE384CD2,-70,13h32
C45BBE386362,-71,13h32
C45BBE39F56A,-71,13h32
C45BBE386362,-78,13h32
C45BBE386952,-79,13h32
C45BBE384CD2,-79,13h32
C45BBE386362,-75,13h32
C45BBE39F56A,-70,13h32
C45BBE384CD2,-80,13h32
C45BBE37B346,-80,13h32
C45BBE386952,-76,13h32
C45BBE384CD2,-67,13h32
C45BBE39F56A,-80,13h32
C45BBE386362,-62,13h32
C45BBE386952,-76,13h32
C45BBE386362,-55,13h33
C45BBE386362,-55,13h33
C45BBE386362,-53,13h33
C45BBE386362,-56,13h33
C45BBE386362,-62,13h33
C45BBE386362,-62,13h33
C45BBE386362,-70,13h34
C45BBE384CD2,-80,13h34
C45BBE386362,-70,13h34
C45BBE384CD2,-80,13h34
C45BBE39F56A,-71,13h34
C45BBE386362,-75,13h34
C45BBE384CD2,-73,13h34
C45BBE39F56A,-80,13h34
C45BBE384CD2,-77,13h34
C45BBE386952,-78,13h34
C45BBE386362,-76,13h34
C45BBE386952,-78,13h34
C45BBE39F56A,-79,13h34
C45BBE384CD2,-79,13h34
C45BBE386362,-71,13h34
C45BBE39F56A,-80,13h34
C45BBE384CD2,-74,13h34
C45BBE386362,-73,13h34
C45BBE39F56A,-79,13h35
C45BBE384CD2,-77,13h35
C45BBE386362,-76,13h35
C45BBE39F56A,-79,13h35
C45BBE386362,-75,13h35
C45BBE384CD2,-78,13h35
C45BBE39F56A,-77,13h35
C45BBE384CD2,-80,13h35
C45BBE386362,-75,13h35
C45BBE386952,-79,13h35
C45BBE39F56A,-73,13h35
C45BBE384CD2,-80,13h35
C45BBE386362,-73,13h35
C45BBE386952,-76,13h35
C45BBE384CD2,-73,13h35
C45BBE386362,-78,13h35
C45BBE39F56A,-71,13h35
C45BBE39F56A,-80,13h35
C45BBE386362,-69,13h35
C45BBE384CD2,-72,13h35
C45BBE386362,-71,13h36
C45BBE384CD2,-73,13h36
C45BBE39F56A,-79,13h36
C45BBE384CD2,-73,13h36
C45BBE39F56A,-79,13h36
C45BBE386362,-70,13h36
C45BBE39F56A,-76,13h36
C45BBE386362,-71,13h36
C45BBE384CD2,-74,13h36
C45BBE39F56A,-80,13h36
C45BBE386362,-78,13h36
C45BBE384CD2,-75,13h36
C45BBE386952,-77,13h36
C45BBE384CD2,-73,13h36
C45BBE386362,-53,13h36
C45BBE386362,-47,13h36
C45BBE386362,-58,13h36
C45BBE386362,-52,13h37
C45BBE386362,-59,13h37
C45BBE386362,-64,13h37
C45BBE386362,-54,13h37
C45BBE384CD2,-79,13h37
C45BBE386362,-70,13h37
C45BBE384CD2,-80,13h37
C45BBE386362,-63,13h38
C45BBE384CD2,-75,13h38
C45BBE386362,-71,13h38
C45BBE386362,-73,13h38
C45BBE386362,-80,13h38
C45BBE386952,-78,13h38
C45BBE39F56A,-63,13h38
C45BBE384CD2,-76,13h38
C45BBE39F56A,-75,13h38
C45BBE384CD2,-74,13h38
C45BBE386362,-76,13h38
C45BBE386952,-77,13h38
C45BBE384CD2,-68,13h38
C45BBE386952,-67,13h38
C45BBE39F56A,-69,13h38
C45BBE386362,-70,13h38
C45BBE386952,-73,13h39
C45BBE386362,-72,13h39
C45BBE39F56A,-75,13h39
C45BBE384CD2,-68,13h39
C45BBE386952,-71,13h39
C45BBE386362,-68,13h39
C45BBE39F56A,-65,13h39
C45BBE384CD2,-67,13h39
C45BBE37B346,-79,13h39
C45BBE384CD2,-73,13h39
C45BBE386362,-74,13h39
C45BBE39F56A,-67,13h39
C45BBE386952,-76,13h39
C45BBE386952,-80,13h39
C45BBE386362,-72,13h39
C45BBE39F56A,-78,13h39
C45BBE384CD2,-65,13h39
C45BBE39F56A,-69,13h39
C45BBE384CD2,-65,13h39
C45BBE386952,-70,13h39
C45BBE386362,-78,13h39
C45BBE39F56A,-72,13h39
C45BBE384CD2,-68,13h39
C45BBE386362,-78,13h39
C45BBE386952,-77,13h39
C45BBE384CD2,-71,13h39
C45BBE386362,-71,13h40
C45BBE39F56A,-75,13h40
C45BBE386952,-79,13h40
C45BBE39F56A,-69,13h40
C45BBE384CD2,-68,13h40
C45BBE386952,-79,13h40
C45BBE386362,-75,13h40
C45BBE386362,-77,13h40
C45BBE384CD2,-74,13h40
C45BBE39F56A,-76,13h40
C45BBE386952,-79,13h40
C45BBE386362,-78,13h40
C45BBE384CD2,-78,13h40
C45BBE39F56A,-76,13h40
C45BBE386362,-76,13h40
C45BBE384CD2,-73,13h40
C45BBE39F56A,-77,13h40
C45BBE384CD2,-77,13h40
C45BBE39F56A,-79,13h40
C45BBE384CD2,-61,13h41
C45BBE386952,-78,13h41
C45BBE384CD2,-78,13h41
C45BBE39F56A,-78,13h41
C45BBE386362,-79,13h41
C45BBE384CD2,-67,13h41
C45BBE386362,-79,13h41
C45BBE386952,-79,13h41
C45BBE384CD2,-80,13h41
C45BBE386362,-80,13h41
C45BBE386952,-79,13h41
C45BBE39F56A,-76,13h41
C45BBE384CD2,-62,13h41
C45BBE39F56A,-74,13h41
C45BBE384CD2,-62,13h41
C45BBE386362,-73,13h41
C45BBE386952,-80,13h41
C45BBE386362,-80,13h41
C45BBE384CD2,-75,13h41
C45BBE39F56A,-77,13h42
C45BBE39F56A,-76,13h42
C45BBE39F56A,-78,13h42
C45BBE384CD2,-77,13h42
C45BBE386362,-76,13h42
C45BBE39F56A,-75,13h42
C45BBE384CD2,-72,13h42
C45BBE386952,-79,13h42
C45BBE39F56A,-73,13h42
C45BBE384CD2,-71,13h42
C45BBE386952,-80,13h42
C45BBE386362,-77,13h42
C45BBE39F56A,-76,13h42
C45BBE384CD2,-76,13h42
C45BBE386952,-79,13h42
C45BBE386362,-77,13h42
C45BBE39F56A,-76,13h43
C45BBE384CD2,-72,13h43
C45BBE386952,-80,13h43
C45BBE386362,-79,13h43
C45BBE386952,-80,13h43
C45BBE386362,-78,13h43
C45BBE384CD2,-77,13h43
C45BBE39F56A,-77,13h43
C45BBE386362,-77,13h43
C45BBE386952,-80,13h43
C45BBE39F56A,-80,13h43
C45BBE384CD2,-65,13h43
C45BBE39F56A,-76,13h43
C45BBE384CD2,-67,13h43
C45BBE39F56A,-78,13h43
C45BBE384CD2,-64,13h43
C45BBE39F56A,-77,13h43
C45BBE384CD2,-66,13h43
C45BBE39F56A,-75,13h43
C45BBE384CD2,-65,13h44
C45BBE386952,-79,13h44
C45BBE384CD2,-59,13h44
C45BBE39F56A,-71,13h44
C45BBE386362,-80,13h44
C45BBE386952,-79,13h44
C45BBE39F56A,-74,13h44
C45BBE384CD2,-62,13h44
C45BBE386952,-78,13h44
C45BBE39F56A,-74,13h44
C45BBE384CD2,-68,13h44
C45BBE384CD2,-70,13h44
C45BBE384CD2,-63,13h44
C45BBE386362,-77,13h44
C45BBE384CD2,-65,13h45
C45BBE386362,-78,13h45
C45BBE384CD2,-65,13h45
C45BBE39F56A,-79,13h45
C45BBE39F56A,-80,13h45
C45BBE384CD2,-63,13h45
C45BBE39F56A,-75,13h45
C45BBE386952,-79,13h45
C45BBE384CD2,-57,13h45
C45BBE384CD2,-54,13h45
C45BBE384CD2,-57,13h45
C45BBE384CD2,-57,13h46
C45BBE384CD2,-61,13h46
C45BBE384CD2,-59,13h46
C45BBE384CD2,-55,13h46
C45BBE386952,-79,13h46
C45BBE39F56A,-77,13h46
C45BBE384CD2,-60,13h46
C45BBE386952,-71,13h46
C45BBE39F56A,-72,13h46
C45BBE386362,-80,13h46
C45BBE39F56A,-70,13h46
C45BBE384CD2,-59,13h46
C45BBE386952,-72,13h46
C45BBE384CD2,-60,13h47
C45BBE386952,-71,13h47
C45BBE386362,-80,13h47
C45BBE39F56A,-72,13h47
C45BBE384CD2,-61,13h47
C45BBE386952,-71,13h47
C45BBE386362,-80,13h47
C45BBE39F56A,-69,13h47
C45BBE386952,-79,13h47
C45BBE386362,-70,13h47
C45BBE384CD2,-60,13h47
C45BBE39F56A,-63,13h47
C45BBE386952,-65,13h47
C45BBE386362,-73,13h47
C45BBE384CD2,-61,13h47
C45BBE39F56A,-75,13h47
C45BBE386952,-68,13h47
C45BBE384CD2,-71,13h47
C45BBE39F56A,-68,13h47
C45BBE386362,-78,13h47
C45BBE37B346,-80,13h47
C45BBE39F56A,-67,13h47
C45BBE384CD2,-80,13h47
C45BBE386952,-65,13h47
C45BBE37B346,-71,13h48
C45BBE386952,-58,13h48
C45BBE39F56A,-66,13h48
C45BBE37B346,-68,13h48
C45BBE386952,-72,13h48
C45BBE39F56A,-69,13h48
C45BBE37B346,-69,13h48
C45BBE386952,-71,13h48
C45BBE39F56A,-69,13h48
C45BBE386952,-78,13h48
C45BBE39F56A,-77,13h48
C45BBE37B346,-77,13h48
C45BBE39F56A,-72,13h48
C45BBE37B346,-66,13h48
C45BBE386952,-69,13h48
C45BBE39F56A,-68,13h48
C45BBE37B346,-65,13h48
C45BBE386952,-70,13h48
C45BBE39F56A,-68,13h49
C45BBE37B346,-67,13h49
C45BBE386952,-70,13h49
C45BBE37B346,-67,13h49
C45BBE39F56A,-73,13h49
C45BBE386952,-72,13h49
C45BBE39F56A,-80,13h49
C45BBE386952,-73,13h49
C45BBE37B346,-66,13h49
C45BBE386952,-71,13h49
C45BBE37B346,-71,13h49
C45BBE39F56A,-76,13h49
C45BBE37B346,-76,13h49
C45BBE39F56A,-72,13h49
C45BBE386952,-78,13h49
C45BBE37B346,-74,13h49
C45BBE386952,-74,13h49
C45BBE39F56A,-70,13h49
C45BBE37B346,-75,13h50
C45BBE39F56A,-75,13h50
C45BBE386952,-75,13h50
C45BBE39F56A,-74,13h50
C45BBE386952,-74,13h50
C45BBE37B346,-77,13h50
C45BBE386952,-74,13h50
C45BBE39F56A,-72,13h50
C45BBE37B346,-78,13h50
C45BBE39F56A,-74,13h50
C45BBE37B346,-76,13h50
C45BBE386952,-73,13h50
C45BBE386952,-76,13h50
C45BBE39F56A,-79,13h50
C45BBE37B346,-62,13h50
C45BBE39F56A,-71,13h50
C45BBE37B346,-60,13h50
C45BBE386952,-80,13h50
C45BBE386952,-77,13h51
C45BBE37B346,-64,13h51
C45BBE39F56A,-79,13h51
C45BBE386952,-78,13h51
C45BBE37B346,-65,13h51
C45BBE39F56A,-71,13h51
C45BBE39F56A,-71,13h51
C45BBE386952,-75,13h51
C45BBE37B346,-67,13h51
C45BBE386952,-80,13h51
C45BBE37B346,-67,13h51
C45BBE39F56A,-68,13h51
C45BBE386952,-78,13h51
C45BBE37B346,-66,13h51
C45BBE39F56A,-66,13h51
C45BBE37B346,-68,13h51
C45BBE39F56A,-73,13h51
C45BBE386952,-76,13h51
C45BBE37B346,-68,13h52
C45BBE386952,-77,13h52
C45BBE39F56A,-75,13h52
C45BBE386952,-77,13h52
C45BBE39F56A,-75,13h52
C45BBE37B346,-68,13h52
C45BBE386952,-76,13h52
C45BBE39F56A,-71,13h52
C45BBE37B346,-67,13h52
C45BBE386952,-76,13h52
C45BBE39F56A,-72,13h52
C45BBE37B346,-67,13h52
C45BBE386952,-76,13h52
C45BBE39F56A,-69,13h52
C45BBE37B346,-68,13h52
C45BBE39F56A,-68,13h52
C45BBE37B346,-63,13h52
C45BBE386952,-77,13h52
C45BBE39F56A,-72,13h52
C45BBE37B346,-68,13h53
C45BBE386952,-75,13h53
C45BBE39F56A,-72,13h53
C45BBE37B346,-70,13h53
C45BBE386952,-78,13h53
C45BBE386952,-76,13h53
C45BBE37B346,-70,13h53
C45BBE39F56A,-71,13h53
C45BBE386952,-77,13h53
C45BBE37B346,-71,13h53
C45BBE39F56A,-72,13h53
C45BBE386952,-75,13h53
C45BBE37B346,-70,13h53
C45BBE39F56A,-69,13h53
C45BBE37B346,-68,13h53
C45BBE39F56A,-70,13h53
C45BBE386952,-76,13h53
C45BBE39F56A,-74,13h53
C45BBE386952,-77,13h54
C45BBE37B346,-76,13h54
C45BBE39F56A,-80,13h54
C45BBE386952,-71,13h54
C45BBE37B346,-76,13h54
C45BBE39F56A,-73,13h54
C45BBE386952,-72,13h54
C45BBE37B346,-72,13h54
C45BBE37B346,-74,13h54
C45BBE386952,-71,13h54
C45BBE39F56A,-70,13h54
C45BBE386952,-74,13h54
C45BBE37B346,-78,13h54
C45BBE39F56A,-70,13h54
C45BBE39F56A,-70,13h54
C45BBE386952,-76,13h54
C45BBE37B346,-79,13h54
C45BBE39F56A,-77,13h54
C45BBE37B346,-67,13h55
C45BBE386952,-80,13h55
C45BBE37B346,-66,13h55
C45BBE39F56A,-76,13h55
C45BBE386952,-79,13h55
C45BBE37B346,-67,13h55
C45BBE386952,-80,13h55
C45BBE39F56A,-75,13h55
C45BBE386952,-80,13h55
C45BBE39F56A,-74,13h55
C45BBE37B346,-69,13h55
C45BBE39F56A,-75,13h55
C45BBE37B346,-66,13h55
C45BBE386952,-78,13h55
C45BBE37B346,-68,13h55
C45BBE39F56A,-79,13h55
C45BBE39F56A,-69,13h56
C45BBE37B346,-67,13h56
C45BBE386952,-77,13h56
C45BBE386952,-80,13h56
C45BBE37B346,-65,13h56
C45BBE39F56A,-74,13h56
C45BBE386952,-74,13h56
C45BBE37B346,-65,13h56
C45BBE39F56A,-80,13h56
C45BBE39F56A,-76,13h56
C45BBE37B346,-66,13h56
C45BBE386952,-77,13h56
C45BBE39F56A,-77,13h56
C45BBE37B346,-66,13h56
C45BBE39F56A,-74,13h56
C45BBE37B346,-66,13h56
C45BBE39F56A,-78,13h56
C45BBE386952,-78,13h56
C45BBE37B346,-68,13h57
C45BBE386952,-78,13h57
C45BBE39F56A,-80,13h57
C45BBE37B346,-75,13h57
C45BBE386952,-77,13h57
C45BBE37B346,-69,13h57
C45BBE39F56A,-78,13h57
C45BBE386952,-78,13h57
C45BBE37B346,-78,13h57
C45BBE39F56A,-79,13h57
C45BBE386952,-80,13h57
C45BBE37B346,-67,13h57
C45BBE39F56A,-77,13h57
C45BBE386952,-80,13h57
C45BBE39F56A,-74,13h57
C45BBE37B346,-67,13h57
C45BBE37B346,-74,13h58
C45BBE39F56A,-76,13h58
C45BBE386952,-78,13h58
C45BBE39F56A,-73,13h58
C45BBE386952,-80,13h58
C45BBE37B346,-77,13h58
C45BBE39F56A,-73,13h58
C45BBE386952,-75,13h58
C45BBE37B346,-67,13h58
C45BBE386952,-77,13h58
C45BBE37B346,-67,13h58
C45BBE39F56A,-78,13h58
C45BBE39F56A,-70,13h58
C45BBE37B346,-66,13h58
C45BBE386952,-76,13h58
C45BBE39F56A,-72,13h58
C45BBE386952,-70,13h58
C45BBE37B346,-63,13h58
C45BBE37B346,-70,13h59
C45BBE386952,-72,13h59
C45BBE39F56A,-75,13h59
C45BBE386952,-77,13h59
C45BBE37B346,-62,13h59
C45BBE39F56A,-69,13h59
C45BBE386952,-74,13h59
C45BBE37B346,-68,13h59
C45BBE39F56A,-78,13h59
C45BBE386952,-68,13h59
C45BBE39F56A,-69,13h59
C45BBE37B346,-69,13h59
C45BBE39F56A,-69,13h59
C45BBE37B346,-67,13h59
C45BBE386952,-73,13h59
C45BBE39F56A,-66,13h59
C45BBE37B346,-71,13h59
C45BBE386952,-79,13h59
C45BBE39F56A,-70,13h59
C45BBE386952,-78,13h59
C45BBE37B346,-63,14h0
C45BBE37B346,-62,14h0
C45BBE386952,-80,14h0
C45BBE39F56A,-77,14h0
C45BBE37B346,-66,14h0
C45BBE386952,-77,14h0
C45BBE386952,-77,14h0
C45BBE39F56A,-67,14h0
C45BBE37B346,-61,14h0
C45BBE37B346,-66,14h0
C45BBE386952,-71,14h0
C45BBE39F56A,-69,14h0
C45BBE386952,-75,14h1
C45BBE386952,-75,14h1
C45BBE386952,-75,14h1
C45BBE386952,-75,14h1
C45BBE386952,-75,14h1
C45BBE37B346,-70,14h1
C45BBE39F56A,-70,14h1
C45BBE37B346,-69,14h1
C45BBE37B346,-69,14h1
C45BBE37B346,-69,14h1
C45BBE37B346,-69,14h1
C45BBE39F56A,-78,14h1
C45BBE39F56A,-78,14h1
C45BBE39F56A,-78,14h1
C45BBE39F56A,-78,14h1
C45BBE37B346,-77,14h1
C45BBE39F56A,-79,14h1
C45BBE386952,-78,14h1
C45BBE37B346,-66,14h1
C45BBE386952,-72,14h1
C45BBE39F56A,-72,14h1
C45BBE39F56A,-69,14h2
C45BBE37B346,-70,14h2
C45BBE386952,-70,14h2
C45BBE37B346,-79,14h2
C45BBE386952,-70,14h2
C45BBE39F56A,-66,14h2
C45BBE386952,-70,14h2
C45BBE39F56A,-75,14h2
C45BBE37B346,-75,14h2
C45BBE386952,-70,14h2
C45BBE39F56A,-65,14h2
C45BBE37B346,-69,14h2
C45BBE37B346,-78,14h2
C45BBE386952,-77,14h2
C45BBE39F56A,-75,14h2
C45BBE37B346,-65,14h2
C45BBE386952,-80,14h2
C45BBE39F56A,-75,14h2
C45BBE37B346,-75,14h3
C45BBE386952,-77,14h3
C45BBE39F56A,-69,14h3
C45BBE386952,-72,14h3
C45BBE39F56A,-75,14h3
C45BBE37B346,-66,14h3
C45BBE386952,-78,14h3
C45BBE39F56A,-76,14h3
C45BBE37B346,-80,14h3
C45BBE37B346,-79,14h3
C45BBE386952,-78,14h3
C45BBE39F56A,-69,14h4
C45BBE37B346,-77,14h4
C45BBE37B346,-66,14h4
C45BBE39F56A,-68,14h4
C45BBE386952,-73,14h4
C45BBE386952,-73,14h4
C45BBE37B346,-75,14h4
C45BBE39F56A,-73,14h4
C45BBE39F56A,-78,14h4
C45BBE37B346,-78,14h4
C45BBE39F56A,-72,14h4
C45BBE37B346,-70,14h4
C45BBE386952,-69,14h4
C45BBE386952,-80,14h4
C45BBE37B346,-80,14h4
C45BBE37B346,-68,14h5
C45BBE386952,-80,14h5
C45BBE39F56A,-77,14h5
C45BBE386952,-80,14h5
C45BBE39F56A,-75,14h5
C45BBE37B346,-72,14h5
C45BBE37B346,-74,14h5
C45BBE39F56A,-76,14h5
C45BBE39F56A,-74,14h5
C45BBE37B346,-75,14h5
C45BBE39F56A,-75,14h5
C45BBE386952,-77,14h5
C45BBE37B346,-75,14h5
C45BBE37B346,-80,14h5
C45BBE37B346,-80,14h6
C45BBE37B346,-76,14h6
C45BBE39F56A,-79,14h6
C45BBE39F56A,-70,14h6
C45BBE37B346,-77,14h6
C45BBE37B346,-79,14h6
C45BBE39F56A,-75,14h6
C45BBE37B346,-78,14h6
C45BBE39F56A,-75,14h6
C45BBE37B346,-78,14h6
C45BBE37B346,-78,14h6
C45BBE37B346,-75,14h7
C45BBE37B346,-79,14h7
C45BBE37B346,-79,14h7
C45BBE39F56A,-80,14h7
C45BBE386952,-79,14h8
C45BBE39F56A,-73,14h8
C45BBE37B346,-66,14h8
C45BBE37B346,-65,14h8
C45BBE386952,-80,14h8
C45BBE39F56A,-73,14h8
C45BBE386952,-79,14h8
C45BBE39F56A,-72,14h8
C45BBE37B346,-64,14h8
C45BBE37B346,-80,14h8
C45BBE39F56A,-72,14h8
C45BBE386952,-80,14h8
C45BBE37B346,-80,14h9
C45BBE39F56A,-72,14h9
C45BBE386952,-80,14h9
C45BBE39F56A,-74,14h9
C45BBE386952,-78,14h9
C45BBE37B346,-65,14h9
C45BBE386952,-80,14h9
C45BBE37B346,-65,14h9
C45BBE39F56A,-74,14h9
C45BBE37B346,-65,14h9
C45BBE386952,-79,14h9
C45BBE39F56A,-69,14h9
C45BBE386952,-77,14h9
C45BBE37B346,-66,14h9
C45BBE39F56A,-78,14h9
C45BBE39F56A,-74,14h9
C45BBE37B346,-66,14h9
C45BBE39F56A,-74,14h10
C45BBE37B346,-67,14h10
C45BBE39F56A,-74,14h10
C45BBE37B346,-66,14h10
C45BBE386952,-80,14h10
C45BBE37B346,-67,14h10
C45BBE39F56A,-73,14h10
C45BBE386952,-79,14h10
C45BBE37B346,-67,14h10
C45BBE39F56A,-75,14h10
C45BBE386952,-79,14h10
C45BBE37B346,-67,14h10
C45BBE39F56A,-73,14h10
C45BBE37B346,-66,14h10
C45BBE39F56A,-73,14h10
C45BBE39F56A,-73,14h11
C45BBE37B346,-67,14h11
C45BBE39F56A,-78,14h11
C45BBE37B346,-79,14h11
C45BBE39F56A,-70,14h11
C45BBE37B346,-71,14h11
C45BBE37B346,-77,14h11
C45BBE39F56A,-74,14h11
C45BBE386952,-75,14h11
C45BBE386952,-76,14h11
C45BBE37B346,-77,14h11
C45BBE39F56A,-77,14h11
C45BBE386952,-76,14h11
C45BBE37B346,-76,14h11
C45BBE39F56A,-71,14h11
C45BBE386952,-76,14h12
C45BBE37B346,-78,14h12
C45BBE39F56A,-75,14h12
C45BBE386952,-76,14h12
C45BBE37B346,-72,14h12
C45BBE39F56A,-73,14h12
C45BBE386952,-75,14h12
C45BBE39F56A,-73,14h12
C45BBE37B346,-73,14h12
C45BBE39F56A,-80,14h12
C45BBE37B346,-70,14h12
C45BBE386952,-76,14h12
C45BBE39F56A,-73,14h12
C45BBE37B346,-76,14h12
C45BBE386952,-77,14h12
C45BBE39F56A,-73,14h12
C45BBE37B346,-80,14h12
C45BBE386952,-75,14h12
C45BBE39F56A,-79,14h13
C45BBE386952,-79,14h13
C45BBE37B346,-75,14h13
C45BBE37B346,-77,14h13
C45BBE39F56A,-76,14h13
C45BBE386952,-72,14h13
C45BBE386952,-79,14h13
C45BBE37B346,-74,14h13
C45BBE39F56A,-71,14h13
C45BBE37B346,-79,14h13
C45BBE39F56A,-69,14h13
C45BBE386952,-80,14h13
C45BBE37B346,-70,14h13
C45BBE39F56A,-73,14h13
C45BBE386952,-78,14h13
C45BBE39F56A,-77,14h13
C45BBE37B346,-70,14h13
C45BBE39F56A,-75,14h14
C45BBE37B346,-68,14h14
C45BBE39F56A,-74,14h14
C45BBE37B346,-65,14h14
C45BBE37B346,-64,14h14
C45BBE39F56A,-76,14h14
C45BBE39F56A,-76,14h14
C45BBE37B346,-63,14h14
C45BBE37B346,-64,14h14
C45BBE39F56A,-78,14h14
C45BBE39F56A,-77,14h14
C45BBE37B346,-65,14h14
C45BBE37B346,-75,14h15
C45BBE39F56A,-76,14h15
C45BBE386952,-78,14h15
C45BBE386952,-79,14h15
C45BBE37B346,-67,14h15
C45BBE39F56A,-78,14h15
C45BBE39F56A,-74,14h15
C45BBE37B346,-64,14h15
C45BBE39F56A,-73,14h15
C45BBE37B346,-68,14h15
C45BBE39F56A,-72,14h15
C45BBE386952,-78,14h15
C45BBE37B346,-66,14h15
C45BBE39F56A,-70,14h15
C45BBE386952,-75,14h15
C45BBE37B346,-69,14h15
C45BBE39F56A,-80,14h15
C45BBE386952,-77,14h15
C45BBE37B346,-66,14h16
C45BBE39F56A,-76,14h16
C45BBE37B346,-78,14h16
A8032A31204E,-68,14h16
A8032A31204E,-64,14h16
A8032A31204E,-76,14h16
C45BBE39F9AE,-68,14h16
C45BBE39F9AE,-74,14h16
A8032A311FAA,-80,14h17
A8032A311FAA,-70,14h17
A8032A311FAA,-79,14h17
A8032A311FAA,-76,14h17
A8032A311FAA,-80,14h58
A8032A311FAA,-79,14h58
